"ID"	"siteLAT"	"siteLON"	"eventLAT"	"eventLON"	"K"	"mag"	"depth"	"Is"	"I0"	"R"	"RExt"	"F11"	"F12"	"F21"	"F22"	"Length"	"MLH"	"MW"	"MWHARV"
"A01"	42.85	71.2	42.7	74.1	15.6	6.5	15	3.5	9	237.2730565143	238.137798536248	74.0344640408908	42.6823824212419	74.1655729853495	42.7175800074199	11.4320522309688	6.182	6.20018	NA
"A01"	42.7	70.983333	42.7	74.1	15.6	6.5	15	3.5	9	254.67576458884	255.35003135322	74.0344640408908	42.6823824212419	74.1655729853495	42.7175800074199	11.4320522309688	6.182	6.20018	NA
"A01"	40.8	72.366667	42.7	74.1	15.6	6.5	15	3.5	9	255.547663979696	254.749394261361	74.0344640408908	42.6823824212419	74.1655729853495	42.7175800074199	11.4320522309688	6.182	6.20018	NA
"A01"	40.533333	72.8	42.7	74.1	15.6	6.5	15	3.5	9	264.040826195362	262.87217468911	74.0344640408908	42.6823824212419	74.1655729853495	42.7175800074199	11.4320522309688	6.182	6.20018	NA
"A01"	41.016667	71.7	42.7	74.1	15.6	6.5	15	3.5	9	273.001564146439	272.712838142979	74.0344640408908	42.6823824212419	74.1655729853495	42.7175800074199	11.4320522309688	6.182	6.20018	NA
"A01"	42.483333	70.283333	42.7	74.1	15.6	6.5	15	3.5	9	313.337439730067	313.72200231558	74.0344640408908	42.6823824212419	74.1655729853495	42.7175800074199	11.4320522309688	6.182	6.20018	NA
"A01"	42.516667	78.366667	42.7	74.1	15.6	6.5	15	3.5	9	349.738216112025	349.252203393693	74.0344640408908	42.6823824212419	74.1655729853495	42.7175800074199	11.4320522309688	6.182	6.20018	NA
"A01"	42.8	78.366667	42.7	74.1	15.6	6.5	15	3.5	9	348.526061069757	348.103505759148	74.0344640408908	42.6823824212419	74.1655729853495	42.7175800074199	11.4320522309688	6.182	6.20018	NA
"A01"	42.533333	70.6	42.7	74.1	15.6	6.5	15	3.5	9	286.977525040107	287.450616910157	74.0344640408908	42.6823824212419	74.1655729853495	42.7175800074199	11.4320522309688	6.182	6.20018	NA
"A01"	43.35	75.85	42.7	74.1	15.6	6.5	15	3.5	9	159.560220674389	159.214015954817	74.0344640408908	42.6823824212419	74.1655729853495	42.7175800074199	11.4320522309688	6.182	6.20018	NA
"B01"	43.233333	76.9	43.1	76.8	16.9	7.3	20	9	9	16.8992285579208	1914.06199475525	76.6276313703173	43.0538626390219	76.9726269350656	43.1458769638058	29.8880994755477	6.793	6.80507	NA
"B01"	43.233333	76.3	43.1	76.8	16.9	7.3	20	8.5	9	43.1761528060891	315.179364486237	76.6276313703173	43.0538626390219	76.9726269350656	43.1458769638058	29.8880994755477	6.793	6.80507	NA
"B01"	43.2	76.616667	43.1	76.8	16.9	7.3	20	8	9	18.5698750590858	1365.99437905552	76.6276313703173	43.0538626390219	76.9726269350656	43.1458769638058	29.8880994755477	6.793	6.80507	NA
"B01"	43.3	77.233333	43.1	76.8	16.9	7.3	20	8	9	41.5731458988288	355.362108293707	76.6276313703173	43.0538626390219	76.9726269350656	43.1458769638058	29.8880994755477	6.793	6.80507	NA
"B01"	43.55	77.05	43.1	76.8	16.9	7.3	20	7	9	53.9696981906115	315.336429586019	76.6276313703173	43.0538626390219	76.9726269350656	43.1458769638058	29.8880994755477	6.793	6.80507	NA
"B01"	43.35	77.483333	43.1	76.8	16.9	7.3	20	7	9	61.9532052912451	159.383832022912	76.6276313703173	43.0538626390219	76.9726269350656	43.1458769638058	29.8880994755477	6.793	6.80507	NA
"B01"	42.65	77.1	43.1	76.8	16.9	7.3	20	7	9	55.690116010732	195.978365214984	76.6276313703173	43.0538626390219	76.9726269350656	43.1458769638058	29.8880994755477	6.793	6.80507	NA
"B01"	43.4	77.6	43.1	76.8	16.9	7.3	20	7	9	72.8755387146297	128.374390481472	76.6276313703173	43.0538626390219	76.9726269350656	43.1458769638058	29.8880994755477	6.793	6.80507	NA
"B01"	42.683333	77.35	43.1	76.8	16.9	7.3	20	7	9	64.4527270442019	101.587745122192	76.6276313703173	43.0538626390219	76.9726269350656	43.1458769638058	29.8880994755477	6.793	6.80507	NA
"B01"	43.866667	77.116667	43.1	76.8	16.9	7.3	20	7	9	88.9953725556269	182.143656773433	76.6276313703173	43.0538626390219	76.9726269350656	43.1458769638058	29.8880994755477	6.793	6.80507	NA
"B01"	42.733333	77.683333	43.1	76.8	16.9	7.3	20	7	9	82.683054196088	45.5523331543628	76.6276313703173	43.0538626390219	76.9726269350656	43.1458769638058	29.8880994755477	6.793	6.80507	NA
"B01"	43.983333	77.483333	43.1	76.8	16.9	7.3	20	7	9	112.609756532617	153.734569237043	76.6276313703173	43.0538626390219	76.9726269350656	43.1458769638058	29.8880994755477	6.793	6.80507	NA
"B01"	42.766667	78.05	43.1	76.8	16.9	7.3	20	7	9	108.302242729339	78.0218067540518	76.6276313703173	43.0538626390219	76.9726269350656	43.1458769638058	29.8880994755477	6.793	6.80507	NA
"B01"	43.6	78.283333	43.1	76.8	16.9	7.3	20	7	9	132.19618002158	133.525297385833	76.6276313703173	43.0538626390219	76.9726269350656	43.1458769638058	29.8880994755477	6.793	6.80507	NA
"B01"	44.183333	80.016667	43.1	76.8	16.9	7.3	20	6.5	9	285.470339644348	284.947156480092	76.6276313703173	43.0538626390219	76.9726269350656	43.1458769638058	29.8880994755477	6.793	6.80507	NA
"B01"	43.3	76.1	43.1	76.8	16.9	7.3	20	6.5	9	60.9426512070952	192.465566169661	76.6276313703173	43.0538626390219	76.9726269350656	43.1458769638058	29.8880994755477	6.793	6.80507	NA
